,address,type,datetime,latitude,longitude,report_location,incident_number
981,3126 Sw Raymond St,Medic Response,2026-02-08T14:07:00.000,47.548307,-122.373276,"{'type': 'Point', 'coordinates': [-122.373276, 47.548307]}",F260018393
982,7557 24th Ave Ne,Aid Response Yellow,2026-02-08T13:52:00.000,47.68356,-122.301848,"{'type': 'Point', 'coordinates': [-122.301848, 47.68356]}",F260018390
983,715 23rd Ave S,Auto Fire Alarm,2026-02-08T13:48:00.000,47.596338,-122.302225,"{'type': 'Point', 'coordinates': [-122.302225, 47.596338]}",F260018389
984,2230 E Union St,Aid Response,2026-02-08T13:44:00.000,47.612935,-122.303352,"{'type': 'Point', 'coordinates': [-122.303352, 47.612935]}",F260018387
985,903 Union St,Aid Response,2026-02-08T13:39:00.000,47.611557,-122.330191,"{'type': 'Point', 'coordinates': [-122.330191, 47.611557]}",F260018385
986,2142 8th Ave N,Aid Response,2026-02-08T13:27:00.000,47.638204,-122.342044,"{'type': 'Point', 'coordinates': [-122.342044, 47.638204]}",F260018383
987,18th Ave S / S Main St,Aid Response,2026-02-08T13:23:00.000,47.600001,-122.308966,"{'type': 'Point', 'coordinates': [-122.308966, 47.600001]}",F260018382
988,E Barbara Bailey Way / Nagle Pl,Aid Response,2026-02-08T13:22:00.000,47.618745,-122.320072,"{'type': 'Point', 'coordinates': [-122.320072, 47.618745]}",F260018381
989,4732 Brooklyn Ave Ne,Low Acuity Response,2026-02-08T13:21:00.000,47.663288,-122.314235,"{'type': 'Point', 'coordinates': [-122.314235, 47.663288]}",F260018380
990,East Green Lake Dr N / Ne Maple Leaf Pl,Aid Response,2026-02-08T12:54:00.000,47.680711,-122.32613,"{'type': 'Point', 'coordinates': [-122.32613, 47.680711]}",F260018375
991,731 Westlake Ave N,Auto Fire Alarm,2026-02-08T12:49:00.000,47.625997,-122.338781,"{'type': 'Point', 'coordinates': [-122.338781, 47.625997]}",F260018374
992,Broadway / E Fir St,MVI - Motor Vehicle Incident,2026-02-08T12:40:00.000,47.602693,-122.32074,"{'type': 'Point', 'coordinates': [-122.32074, 47.602693]}",F260018373
993,Aurora Ave N / N 105th St,Aid Response,2026-02-08T12:22:00.000,47.705051,-122.344694,"{'type': 'Point', 'coordinates': [-122.344694, 47.705051]}",F260018370
994,8630 Delridge Way Sw,Aid Response,2026-02-08T12:08:00.000,47.526216,-122.360471,"{'type': 'Point', 'coordinates': [-122.360471, 47.526216]}",F260018368
995,12548 Lake City Way Ne,Aid Response,2026-02-08T12:06:00.000,47.719709,-122.294979,"{'type': 'Point', 'coordinates': [-122.294979, 47.719709]}",F260018367
996,7008 29th Ave Ne,Automatic Fire Alarm Resd,2026-02-08T12:01:00.000,47.67944,-122.296382,"{'type': 'Point', 'coordinates': [-122.296382, 47.67944]}",F260018364
997,5514 18th Ave S,Aid Response,2026-02-08T12:01:00.000,47.553274,-122.30987,"{'type': 'Point', 'coordinates': [-122.30987, 47.553274]}",F260018365
998,7520 43RD AVE NE,Aid Response,2026-02-08T11:56:00.000,47.683214,-122.282039,"{'type': 'Point', 'coordinates': [-122.282039, 47.683214]}",F260018359
999,1201 Summit Ave,Aid Response Yellow,2026-02-08T11:49:00.000,47.611694,-122.324223,"{'type': 'Point', 'coordinates': [-122.324223, 47.611694]}",F260018357
1000,6524 Cleopatra Pl Nw,Aid Response,2026-02-08T11:49:00.000,47.676196,-122.365536,"{'type': 'Point', 'coordinates': [-122.365536, 47.676196]}",F260018356
1001,9455 27th Ave Sw,Aid Response,2026-02-08T11:46:00.000,47.518178,-122.367277,"{'type': 'Point', 'coordinates': [-122.367277, 47.518178]}",F260018355
1002,558 N 70th St,Aid Response,2026-02-08T11:44:00.000,47.679639,-122.351813,"{'type': 'Point', 'coordinates': [-122.351813, 47.679639]}",F260018354
1003,1331 Sturgus Ave S,Aid Response,2026-02-08T11:41:00.000,47.591362,-122.312177,"{'type': 'Point', 'coordinates': [-122.312177, 47.591362]}",F260018353
1004,5902 Lake Washington Blvd S,Auto Fire Alarm,2026-02-08T11:32:00.000,47.550605,-122.258063,"{'type': 'Point', 'coordinates': [-122.258063, 47.550605]}",F260018351
1005,223 W Galer St,Aid Response,2026-02-08T11:20:00.000,47.632321,-122.359809,"{'type': 'Point', 'coordinates': [-122.359809, 47.632321]}",F260018349
1006,116 Stewart St,Aid Response,2026-02-08T11:17:00.000,47.610387,-122.341198,"{'type': 'Point', 'coordinates': [-122.341198, 47.610387]}",F260018346
1007,118 Bell St,Aid Response,2026-02-08T11:08:00.000,47.613497,-122.346355,"{'type': 'Point', 'coordinates': [-122.346355, 47.613497]}",F260018344
1008,12505 Greenwood Ave N,Aid Response,2026-02-08T11:05:00.000,47.719638,-122.355539,"{'type': 'Point', 'coordinates': [-122.355539, 47.719638]}",F260018343
1009,419 Ne 71st St,Rescue Elevator,2026-02-08T10:55:00.000,47.679865,-122.324211,"{'type': 'Point', 'coordinates': [-122.324211, 47.679865]}",F260018339
1010,223 W Galer St,Aid Response,2026-02-08T10:52:00.000,47.632321,-122.359809,"{'type': 'Point', 'coordinates': [-122.359809, 47.632321]}",F260018337
1011,164 11th Ave,Aid Response,2026-02-08T10:52:00.000,47.603221,-122.318102,"{'type': 'Point', 'coordinates': [-122.318102, 47.603221]}",F260018338
1012,7919 27th Ave Sw,Aid Response,2026-02-08T10:51:00.000,47.531654,-122.367188,"{'type': 'Point', 'coordinates': [-122.367188, 47.531654]}",F260018336
1013,Alaskan Way S / S Jackson St,Aid Response,2026-02-08T10:46:00.000,47.599207,-122.335655,"{'type': 'Point', 'coordinates': [-122.335655, 47.599207]}",F260018334
1014,9543 Greenwood Ave N,Aid Response,2026-02-08T10:44:00.000,47.698223,-122.355381,"{'type': 'Point', 'coordinates': [-122.355381, 47.698223]}",F260018332
1015,360 W Ewing St,Aid Response,2026-02-08T10:43:00.000,47.652204,-122.362075,"{'type': 'Point', 'coordinates': [-122.362075, 47.652204]}",F260018333
1016,129 34th Ave E,Aid Response,2026-02-08T10:39:00.000,47.618828,-122.2896,"{'type': 'Point', 'coordinates': [-122.2896, 47.618828]}",F260018331
1017,116 N 45th St,Auto Fire Alarm,2026-02-08T10:37:00.000,47.66149,-122.357188,"{'type': 'Point', 'coordinates': [-122.357188, 47.66149]}",F260018329
1018,2008 Westlake Ave,Aid Response,2026-02-08T10:37:00.000,47.615007,-122.337781,"{'type': 'Point', 'coordinates': [-122.337781, 47.615007]}",F260018330
1019,3424 Walnut Ave Sw,Medic Response,2026-02-08T10:33:00.000,47.573004,-122.383579,"{'type': 'Point', 'coordinates': [-122.383579, 47.573004]}",F260018327
1020,711 Cherry St,Aid Response,2026-02-08T10:31:00.000,47.605392,-122.327499,"{'type': 'Point', 'coordinates': [-122.327499, 47.605392]}",F260018326
1021,6860 East Green Lake Way N,Aid Response,2026-02-08T10:27:00.000,47.678461,-122.327093,"{'type': 'Point', 'coordinates': [-122.327093, 47.678461]}",F260018325
1022,6400 Martin Luther King Jr Way S,Auto Fire Alarm,2026-02-08T10:18:00.000,47.54533,-122.28511,"{'type': 'Point', 'coordinates': [-122.28511, 47.54533]}",F260018322
1023,700 6th Ave S,Aid Response,2026-02-08T10:13:00.000,47.596676,-122.32637,"{'type': 'Point', 'coordinates': [-122.32637, 47.596676]}",F260018320
1024,11326 34th Ave Ne,Medic Response,2026-02-08T10:11:00.000,47.710728,-122.292038,"{'type': 'Point', 'coordinates': [-122.292038, 47.710728]}",F260018318
1025,409 8th Ave S,Aid Response,2026-02-08T10:11:00.000,47.599109,-122.322445,"{'type': 'Point', 'coordinates': [-122.322445, 47.599109]}",F260018319
1026,1007 32nd Ave E,Aid Response Yellow,2026-02-08T10:03:00.000,47.627532,-122.290913,"{'type': 'Point', 'coordinates': [-122.290913, 47.627532]}",F260018315
1027,5420 Delridge Way Sw,Medic Response,2026-02-08T10:00:00.000,47.55354,-122.362966,"{'type': 'Point', 'coordinates': [-122.362966, 47.55354]}",F260018314
1028,1700 21st Ave S,Rescue Elevator,2026-02-08T10:00:00.000,47.588407,-122.305154,"{'type': 'Point', 'coordinates': [-122.305154, 47.588407]}",F260018313
1029,Martin Luther King Jr Way S / S Mcclellan St,Illegal Burn,2026-02-08T09:53:00.000,47.578347,-122.296188,"{'type': 'Point', 'coordinates': [-122.296188, 47.578347]}",F260018312
1030,1334 Terry Ave,Medic Response,2026-02-08T09:39:00.000,47.611348,-122.328514,"{'type': 'Point', 'coordinates': [-122.328514, 47.611348]}",F260018311
1031,924 N 143rd St,Rescue Elevator,2026-02-08T09:30:00.000,47.732314,-122.346635,"{'type': 'Point', 'coordinates': [-122.346635, 47.732314]}",F260018307
1032,500 Wall St,Aid Response,2026-02-08T09:27:00.000,47.617356,-122.345312,"{'type': 'Point', 'coordinates': [-122.345312, 47.617356]}",F260018306
1033,Spokane-duwamish Br Rp / E Marg-duwamish Br Rp,Investigate Out Of Service,2026-02-08T09:25:00.000,47.570626,-122.341892,"{'type': 'Point', 'coordinates': [-122.341892, 47.570626]}",F260018305
1034,3635 Woodland Park Ave N,Auto Fire Alarm,2026-02-08T09:22:00.000,47.650913,-122.344018,"{'type': 'Point', 'coordinates': [-122.344018, 47.650913]}",F260018304
1035,110 Roy St,Trans to AMR,2026-02-08T09:06:00.000,47.625451,-122.355125,"{'type': 'Point', 'coordinates': [-122.355125, 47.625451]}",F260018300
1036,34th Ave Sw / Sw Webster St,Investigate Out Of Service,2026-02-08T08:58:00.000,47.535563,-122.375238,"{'type': 'Point', 'coordinates': [-122.375238, 47.535563]}",F260018294
1037,1116 Nw 54th St,Trans to AMR,2026-02-08T08:58:00.000,47.667885,-122.370903,"{'type': 'Point', 'coordinates': [-122.370903, 47.667885]}",F260018295
1038,902 N 105th St,Medic Response,2026-02-08T08:52:00.000,47.705059,-122.347356,"{'type': 'Point', 'coordinates': [-122.347356, 47.705059]}",F260018292
1039,1401 Broadway,Rubbish Fire,2026-02-08T08:51:00.000,47.612963,-122.320762,"{'type': 'Point', 'coordinates': [-122.320762, 47.612963]}",F260018291
1040,100 Ward St,Aid Response,2026-02-08T08:45:00.000,47.628065,-122.355375,"{'type': 'Point', 'coordinates': [-122.355375, 47.628065]}",F260018290
1041,13300 Stone Ave N,Aid Response,2026-02-08T08:33:00.000,47.725515,-122.3423,"{'type': 'Point', 'coordinates': [-122.3423, 47.725515]}",F260018289
1042,Greenwood Ave N / N 125th St,MVI - Motor Vehicle Incident,2026-02-08T08:30:00.000,47.719601,-122.355539,"{'type': 'Point', 'coordinates': [-122.355539, 47.719601]}",F260018287
1043,2715 25th Ave S,Medic Response,2026-02-08T08:12:00.000,47.579039,-122.300283,"{'type': 'Point', 'coordinates': [-122.300283, 47.579039]}",F260018281
1044,8830 9TH AVE SW,Aid Response,2026-02-08T08:08:00.000,47.524366,-122.346735,"{'type': 'Point', 'coordinates': [-122.346735, 47.524366]}",F260018282
1045,800 S Cloverdale St,Aid Response,2026-02-08T08:07:00.000,47.526465,-122.322916,"{'type': 'Point', 'coordinates': [-122.322916, 47.526465]}",F260018278
1046,1959 Ne Pacific St,Auto Fire Alarm,2026-02-08T07:59:00.000,47.650694,-122.307916,"{'type': 'Point', 'coordinates': [-122.307916, 47.650694]}",F260018275
1047,14030 12th Ave Ne,Aid Response,2026-02-08T07:56:00.000,47.731325,-122.315416,"{'type': 'Point', 'coordinates': [-122.315416, 47.731325]}",F260018273
1048,2720 E Madison St,Medic Response,2026-02-08T07:56:00.000,47.623153,-122.296667,"{'type': 'Point', 'coordinates': [-122.296667, 47.623153]}",F260018274
1049,1200 University St,Aid Response,2026-02-08T07:51:00.000,47.611943,-122.325987,"{'type': 'Point', 'coordinates': [-122.325987, 47.611943]}",F260018272
1050,Ne 145th St / 15th Ave Ne,MVI - Motor Vehicle Incident,2026-02-08T07:50:00.000,47.733952,-122.312749,"{'type': 'Point', 'coordinates': [-122.312749, 47.733952]}",F260018271
1051,13023 Greenwood Ave N,Medic Response,2026-02-08T07:44:00.000,47.723436,-122.355547,"{'type': 'Point', 'coordinates': [-122.355547, 47.723436]}",F260018270
1052,4131 Eastern Ave N,Aid Response,2026-02-08T07:42:00.000,47.657068,-122.329029,"{'type': 'Point', 'coordinates': [-122.329029, 47.657068]}",F260018269
1053,210 Alaskan Way S,Medic Response,2026-02-08T07:34:00.000,47.600593,-122.335915,"{'type': 'Point', 'coordinates': [-122.335915, 47.600593]}",F260018268
1054,3621 33rd Ave S,Auto Fire Alarm,2026-02-08T07:33:00.000,47.571408,-122.291001,"{'type': 'Point', 'coordinates': [-122.291001, 47.571408]}",F260018267
1055,4748 22nd Ave Ne,Medic Response,2026-02-08T07:20:00.000,47.663368,-122.303973,"{'type': 'Point', 'coordinates': [-122.303973, 47.663368]}",F260018265
1056,1039 6th Ave S,Aid Response,2026-02-08T07:12:00.000,47.593751,-122.325968,"{'type': 'Point', 'coordinates': [-122.325968, 47.593751]}",F260018264
1057,9501 Phinney Ave N,Aid Response,2026-02-08T07:06:00.000,47.697835,-122.354032,"{'type': 'Point', 'coordinates': [-122.354032, 47.697835]}",F260018262
1058,2803 S College St,Medic Response,2026-02-08T07:04:00.000,47.582922,-122.296389,"{'type': 'Point', 'coordinates': [-122.296389, 47.582922]}",F260018260
1059,3rd Ave / Cherry St,Aid Response,2026-02-08T07:04:00.000,47.603484,-122.332062,"{'type': 'Point', 'coordinates': [-122.332062, 47.603484]}",F260018261
1060,619 3rd Ave,Aid Response,2026-02-08T06:58:00.000,47.6029,-122.331529,"{'type': 'Point', 'coordinates': [-122.331529, 47.6029]}",F260018258
1061,600 N 130th St,Aid Response,2026-02-08T06:52:00.000,47.723223,-122.351624,"{'type': 'Point', 'coordinates': [-122.351624, 47.723223]}",F260018257
1062,5444 Delridge Way Sw,Aid Response,2026-02-08T06:45:00.000,47.553321,-122.362969,"{'type': 'Point', 'coordinates': [-122.362969, 47.553321]}",F260018255
1063,1600 2nd Ave,Auto Alarm 1 + 1 + 1,2026-02-08T06:41:00.000,47.610278,-122.339812,"{'type': 'Point', 'coordinates': [-122.339812, 47.610278]}",F260018254
1064,13300 Stone Ave N,Aid Response,2026-02-08T06:30:00.000,47.725515,-122.3423,"{'type': 'Point', 'coordinates': [-122.3423, 47.725515]}",F260018251
1065,6501 Roosevelt Way Ne,Aid Response,2026-02-08T06:30:00.000,47.675829,-122.317363,"{'type': 'Point', 'coordinates': [-122.317363, 47.675829]}",F260018252
1066,115 13TH AVE,Aid Response,2026-02-08T06:28:00.000,47.601978,-122.314928,"{'type': 'Point', 'coordinates': [-122.314928, 47.601978]}",F260018250
1067,417 E Union St,Aid Response,2026-02-08T06:27:00.000,47.612987,-122.326163,"{'type': 'Point', 'coordinates': [-122.326163, 47.612987]}",F260018249
1068,4020 Ne 55th St,Medic Response,2026-02-08T06:21:00.000,47.668509,-122.284643,"{'type': 'Point', 'coordinates': [-122.284643, 47.668509]}",F260018247
1069,Aurora Ave N / N 85th St,Illegal Burn,2026-02-08T06:13:00.000,47.690563,-122.344522,"{'type': 'Point', 'coordinates': [-122.344522, 47.690563]}",F260018243
1070,14200 Linden Ave N,Auto Fire Alarm,2026-02-08T06:04:00.000,47.731677,-122.347772,"{'type': 'Point', 'coordinates': [-122.347772, 47.731677]}",F260018241
1071,620 Terry Ave,Aid Response,2026-02-08T06:03:00.000,47.606157,-122.323768,"{'type': 'Point', 'coordinates': [-122.323768, 47.606157]}",F260018240
1072,Highland Park Way Sw / West Marginal Way S,Aid Response,2026-02-08T05:50:00.000,47.538315,-122.334445,"{'type': 'Point', 'coordinates': [-122.334445, 47.538315]}",F260018239
1073,10012 17th Ave Ne,Activated CO Detector,2026-02-08T05:38:00.000,47.701276,-122.309588,"{'type': 'Point', 'coordinates': [-122.309588, 47.701276]}",F260018238
1074,2nd Ave / Bell St,Aid Response,2026-02-08T05:20:00.000,47.61404,-122.345653,"{'type': 'Point', 'coordinates': [-122.345653, 47.61404]}",F260018235
1075,8511 15th Ave Ne,Aid Response,2026-02-08T05:14:00.000,47.690434,-122.31223,"{'type': 'Point', 'coordinates': [-122.31223, 47.690434]}",F260018234
1076,3014 22nd Ave W,Water Job Minor,2026-02-08T05:12:00.000,47.646703,-122.384657,"{'type': 'Point', 'coordinates': [-122.384657, 47.646703]}",F260018233
1077,710 Cherry St,Aid Response,2026-02-08T05:09:00.000,47.605387,-122.327511,"{'type': 'Point', 'coordinates': [-122.327511, 47.605387]}",F260018232
1078,10526 1st Ave Nw,Aid Response,2026-02-08T04:59:00.000,47.705332,-122.358111,"{'type': 'Point', 'coordinates': [-122.358111, 47.705332]}",F260018231
1079,909 N 39th St,Aid Response,2026-02-08T04:32:00.000,47.654129,-122.347088,"{'type': 'Point', 'coordinates': [-122.347088, 47.654129]}",F260018228
1080,116 N 45th St,Auto Fire Alarm,2026-02-08T04:27:00.000,47.66149,-122.357188,"{'type': 'Point', 'coordinates': [-122.357188, 47.66149]}",F260018227
1081,2140 6th Ave W,Medic Response,2026-02-08T04:14:00.000,47.637999,-122.364971,"{'type': 'Point', 'coordinates': [-122.364971, 47.637999]}",F260018226
1082,912 N 96th St,Aid Response,2026-02-08T04:13:00.000,47.698722,-122.34715,"{'type': 'Point', 'coordinates': [-122.34715, 47.698722]}",F260018225
1083,1004 S Cloverdale St,Aid Response,2026-02-08T04:13:00.000,47.526457,-122.320229,"{'type': 'Point', 'coordinates': [-122.320229, 47.526457]}",F260018224
1084,6708 Corson Ave S,Aid Response,2026-02-08T03:53:00.000,47.543366,-122.322772,"{'type': 'Point', 'coordinates': [-122.322772, 47.543366]}",F260018221
1085,5900 37th Ave S,Medic Response,2026-02-08T03:46:00.000,47.549748,-122.286273,"{'type': 'Point', 'coordinates': [-122.286273, 47.549748]}",F260018220
1086,3000 S Alaska St,Aid Response,2026-02-08T03:39:00.000,47.560817,-122.293379,"{'type': 'Point', 'coordinates': [-122.293379, 47.560817]}",F260018219
1087,2143 N Northlake Way,Auto Fire Alarm,2026-02-08T03:29:00.000,47.647306,-122.333124,"{'type': 'Point', 'coordinates': [-122.333124, 47.647306]}",F260018216
1088,924 N 143rd St,Auto Fire Alarm,2026-02-08T03:24:00.000,47.732314,-122.346635,"{'type': 'Point', 'coordinates': [-122.346635, 47.732314]}",F260018214
1089,1748 12th Ave S,Aid Response,2026-02-08T03:19:00.000,47.587703,-122.317277,"{'type': 'Point', 'coordinates': [-122.317277, 47.587703]}",F260018213
1090,113 23rd Ave S,Alarm Bell,2026-02-08T03:13:00.000,47.601601,-122.302284,"{'type': 'Point', 'coordinates': [-122.302284, 47.601601]}",F260018210
1091,9953 Rainier Ave S,Aid Response,2026-02-08T03:12:00.000,47.512419,-122.249365,"{'type': 'Point', 'coordinates': [-122.249365, 47.512419]}",F260018209
1092,114 James St,3RED - 1 +1 + 1,2026-02-08T03:10:00.000,47.601806,-122.333703,"{'type': 'Point', 'coordinates': [-122.333703, 47.601806]}",F260018208
1093,2020 Nw 60th St,Aid Response,2026-02-08T03:08:00.000,47.672367,-122.382378,"{'type': 'Point', 'coordinates': [-122.382378, 47.672367]}",F260018207
1094,1819 Nagle Pl,Aid Response,2026-02-08T03:04:00.000,47.617792,-122.320056,"{'type': 'Point', 'coordinates': [-122.320056, 47.617792]}",F260018206
1095,315 2nd Ave S,Aid Response,2026-02-08T03:01:00.000,47.599912,-122.331574,"{'type': 'Point', 'coordinates': [-122.331574, 47.599912]}",F260018205
1096,510 4th Ave W,Aid Response,2026-02-08T02:52:00.000,47.623416,-122.361943,"{'type': 'Point', 'coordinates': [-122.361943, 47.623416]}",F260018204
1097,10345 Meridian Ave N,Aid Response,2026-02-08T02:50:00.000,47.703624,-122.333909,"{'type': 'Point', 'coordinates': [-122.333909, 47.703624]}",F260018202
1098,500 W Olympic Pl,Medic Response,2026-02-08T02:46:00.000,47.62674,-122.363217,"{'type': 'Point', 'coordinates': [-122.363217, 47.62674]}",F260018201
1099,90 Blanchard St,Aid Response,2026-02-08T02:40:00.000,47.612365,-122.345525,"{'type': 'Point', 'coordinates': [-122.345525, 47.612365]}",F260018198
1100,3600 23rd Ave Sw,Engine Code Yellow,2026-02-08T02:38:00.000,47.57142,-122.362034,"{'type': 'Point', 'coordinates': [-122.362034, 47.57142]}",F260018197
1101,121 Stewart St,Rescue Elevator,2026-02-08T02:34:00.000,47.610423,-122.341152,"{'type': 'Point', 'coordinates': [-122.341152, 47.610423]}",F260018196
1102,2nd Ave N / Aloha St,Scenes Of Violence Aid,2026-02-08T02:28:00.000,47.627179,-122.352771,"{'type': 'Point', 'coordinates': [-122.352771, 47.627179]}",F260018194
1103,1216 Ne Ravenna Blvd,Aid Response,2026-02-08T02:25:00.000,47.671833,-122.315503,"{'type': 'Point', 'coordinates': [-122.315503, 47.671833]}",F260018192
1104,1250 5th Ave N,Auto Fire Alarm,2026-02-08T02:18:00.000,47.630682,-122.347488,"{'type': 'Point', 'coordinates': [-122.347488, 47.630682]}",F260018190
